OrderKey,OrderId,StoreId,CustomerId,CustomerIp,OrderStatusId,CreatedOnUtc,OrderSubTotalExclTax,OrderSubTotalInclTax,OrderTotal,OrderItemId,ProductId,Quantity,UnitPriceInclTax,UnitPriceExclTax,IsPickupInstore
1372,695,5,8417278,99.255.75.229,30,2021-06-16 22:04:29.850,9.19,10.38,10.38,1570,9459,1,10.38,9.19,True
1373,696,15,8421657,97.108.146.22,30,2021-06-17 00:45:56.777,50.7,57.29,57.29,1571,11825,1,8.12,7.19,True
1374,696,15,8421657,97.108.146.22,30,2021-06-17 00:45:56.777,50.7,57.29,57.29,1572,11838,1,8.01,7.09,True
1375,696,15,8421657,97.108.146.22,30,2021-06-17 00:45:56.777,50.7,57.29,57.29,1573,11840,1,8.12,7.19,True
1376,696,15,8421657,97.108.146.22,30,2021-06-17 00:45:56.777,50.7,57.29,57.29,1574,11839,1,16.2,14.34,True
1377,696,15,8421657,97.108.146.22,30,2021-06-17 00:45:56.777,50.7,57.29,57.29,1575,11846,1,16.83,14.89,True
1378,697,4,8436194,76.69.37.188,30,2021-06-17 20:58:28.597,0.0,0.0,6.5,1576,12422,1,0.0,0.0,False
1379,698,4,8436196,76.69.37.188,30,2021-06-17 21:22:00.110,0.0,0.0,6.5,1577,12422,1,0.0,0.0,False
1380,699,4,7245951,99.255.66.122,30,2021-06-17 21:30:06.027,0.0,0.0,6.5,1578,12425,1,0.0,0.0,False
1381,700,5,8431691,192.40.241.157,30,2021-06-17 21:32:44.873,108.59,122.06,122.06,1579,9460,1,17.62,15.59,True
1382,700,5,8431691,192.40.241.157,30,2021-06-17 21:32:44.873,108.59,122.06,122.06,1580,9460,1,17.62,15.59,True
1383,700,5,8431691,192.40.241.157,30,2021-06-17 21:32:44.873,108.59,122.06,122.06,1581,9461,2,9.37,8.29,True
1384,700,5,8431691,192.40.241.157,30,2021-06-17 21:32:44.873,108.59,122.06,122.06,1582,9459,1,10.38,9.19,True
1385,700,5,8431691,192.40.241.157,30,2021-06-17 21:32:44.873,108.59,122.06,122.06,1583,9460,1,16.69,14.77,True
1386,700,5,8431691,192.40.241.157,30,2021-06-17 21:32:44.873,108.59,122.06,122.06,1584,9460,1,17.47,15.46,True
1387,700,5,8431691,192.40.241.157,30,2021-06-17 21:32:44.873,108.59,122.06,122.06,1585,9460,1,18.54,16.41,True
1388,701,4,8388151,99.255.3.198,30,2021-06-17 22:27:55.637,0.0,0.0,6.5,1586,12419,1,0.0,0.0,False
1389,702,5,8444001,206.152.48.10,30,2021-06-18 16:18:07.783,75.74,83.69,83.69,1587,9463,1,15.58,13.79,True
1390,702,5,8444001,206.152.48.10,30,2021-06-18 16:18:07.783,75.74,83.69,83.69,1588,9448,1,8.12,7.19,True
1391,702,5,8444001,206.152.48.10,30,2021-06-18 16:18:07.783,75.74,83.69,83.69,1589,9452,1,8.75,7.74,True
1392,702,5,8444001,206.152.48.10,30,2021-06-18 16:18:07.783,75.74,83.69,83.69,1590,9461,1,9.37,8.29,True
1393,702,5,8444001,206.152.48.10,30,2021-06-18 16:18:07.783,75.74,83.69,83.69,1591,9458,1,16.2,14.34,True
1394,702,5,8444001,206.152.48.10,30,2021-06-18 16:18:07.783,75.74,83.69,83.69,1592,9449,1,1.68,1.49,True
1395,702,5,8444001,206.152.48.10,30,2021-06-18 16:18:07.783,75.74,83.69,83.69,1593,9461,1,9.37,8.29,True
1396,702,5,8444001,206.152.48.10,30,2021-06-18 16:18:07.783,75.74,83.69,83.69,1594,9466,1,9.61,9.61,True
1397,703,4,8446626,174.119.31.135,30,2021-06-18 19:41:58.723,0.0,0.0,6.5,1595,12424,1,0.0,0.0,False
1398,704,4,8446697,174.119.31.135,30,2021-06-18 19:43:49.747,0.0,0.0,6.5,1596,12424,1,0.0,0.0,False
1399,705,4,8436761,99.255.3.198,30,2021-06-18 20:02:07.493,0.0,0.0,31.47,1597,12419,1,0.0,0.0,False
1400,706,4,7279048,70.29.43.50,30,2021-06-18 20:11:31.337,0.0,0.0,6.5,1598,12429,1,0.0,0.0,False
1401,707,15,8446904,174.91.53.175,30,2021-06-18 20:17:52.450,28.9,32.66,32.66,1599,11844,1,15.58,13.79,True
1402,707,15,8446904,174.91.53.175,30,2021-06-18 20:17:52.450,28.9,32.66,32.66,1600,11845,1,17.07,15.11,True
1403,708,4,8447040,99.255.3.198,30,2021-06-18 23:17:44.223,0.0,0.0,6.5,1601,12419,1,0.0,0.0,False
1404,709,4,8462907,76.69.37.188,30,2021-06-19 16:02:41.693,0.0,0.0,6.5,1602,12422,1,0.0,0.0,False
1405,710,4,8466178,76.69.37.188,30,2021-06-19 18:20:20.333,3.0,3.0,9.5,1603,12422,1,3.0,3.0,False
1406,711,4,8500641,70.29.43.50,30,2021-06-21 16:38:23.260,0.0,0.0,6.5,1604,12429,1,0.0,0.0,False
1407,712,4,8505835,76.69.37.188,30,2021-06-21 21:09:21.980,0.0,0.0,6.5,1605,12422,1,0.0,0.0,False
1408,713,4,8505840,76.69.37.188,30,2021-06-21 21:10:19.847,3.0,3.0,9.5,1606,12422,1,3.0,3.0,False
1409,714,4,8505851,76.69.37.188,30,2021-06-21 21:10:46.417,3.0,3.0,9.5,1607,12422,1,3.0,3.0,False
1410,715,4,7671359,174.119.31.135,30,2021-06-21 21:16:08.823,0.0,0.0,6.5,1608,12424,1,0.0,0.0,False
1411,716,4,7671359,174.119.31.135,30,2021-06-22 14:51:53.597,0.0,0.0,6.5,1609,12424,1,0.0,0.0,False
1412,717,4,8524315,70.29.43.50,30,2021-06-22 15:09:36.220,5.5,5.5,12.0,1610,12429,1,5.5,5.5,False
1413,718,4,7403457,70.29.43.50,30,2021-06-22 15:09:49.850,0.0,0.0,6.5,1611,12429,1,0.0,0.0,False
1414,719,4,7483089,70.29.43.50,30,2021-06-22 15:09:59.580,0.0,0.0,6.5,1612,12429,1,0.0,0.0,False
1415,720,4,7244670,70.29.43.50,30,2021-06-22 15:10:34.263,0.0,0.0,6.5,1613,12429,1,0.0,0.0,False
1416,721,4,8529237,76.69.37.188,30,2021-06-22 20:09:09.270,0.0,0.0,6.5,1614,12422,1,0.0,0.0,False
1417,722,4,8529239,76.69.37.188,30,2021-06-22 20:09:30.133,0.0,0.0,6.5,1615,12422,1,0.0,0.0,False
1418,723,4,8448526,99.255.3.198,30,2021-06-23 17:00:31.020,0.0,0.0,6.5,1616,12419,1,0.0,0.0,False
1419,724,4,8545162,99.255.66.122,30,2021-06-23 19:08:23.897,0.0,0.0,6.5,1617,12425,1,0.0,0.0,False
1420,725,4,8545844,76.69.37.188,30,2021-06-23 20:16:49.803,0.0,0.0,6.5,1618,12422,1,0.0,0.0,False
1421,726,5,7934570,216.209.123.117,30,2021-06-24 01:15:44.527,37.59,42.22,42.22,1619,9464,1,17.07,15.11,True
1422,726,5,7934570,216.209.123.117,30,2021-06-24 01:15:44.527,37.59,42.22,42.22,1620,9459,1,13.77,12.19,True
1423,726,5,7934570,216.209.123.117,30,2021-06-24 01:15:44.527,37.59,42.22,42.22,1621,9461,1,9.37,8.29,True
1424,727,4,8587371,99.255.66.122,40,2021-06-24 18:40:46.860,0.0,0.0,6.5,1622,12425,1,0.0,0.0,False
1425,728,4,8587371,99.255.66.122,30,2021-06-24 18:41:00.683,0.0,0.0,6.5,1623,12425,1,0.0,0.0,False
1426,729,4,8587689,99.255.66.122,30,2021-06-24 19:11:11.670,0.0,0.0,6.5,1624,12425,1,0.0,0.0,False
1427,730,4,8588726,76.69.37.188,30,2021-06-24 20:35:52.250,0.0,0.0,6.5,1625,12422,1,0.0,0.0,False
1428,731,4,7245886,174.119.31.135,30,2021-06-24 21:39:31.683,0.0,0.0,6.5,1626,12424,1,0.0,0.0,False
1429,732,15,8589857,207.107.137.194,30,2021-06-24 22:24:27.220,34.09,38.26,38.26,1627,11841,1,13.91,12.31,True
1430,732,15,8589857,207.107.137.194,30,2021-06-24 22:24:27.220,34.09,38.26,38.26,1628,11842,1,9.37,8.29,True
1431,732,15,8589857,207.107.137.194,30,2021-06-24 22:24:27.220,34.09,38.26,38.26,1629,11841,1,12.98,11.49,True
1432,733,5,8590986,99.255.58.12,30,2021-06-24 23:30:19.390,23.53,26.59,26.59,1630,9459,1,10.38,9.19,True
1433,733,5,8590986,99.255.58.12,30,2021-06-24 23:30:19.390,23.53,26.59,26.59,1631,9458,1,16.2,14.34,True
1434,734,5,8444001,206.152.48.10,30,2021-06-25 14:17:36.117,60.75,66.63,66.63,1632,9461,1,9.37,8.29,True
1435,734,5,8444001,206.152.48.10,30,2021-06-25 14:17:36.117,60.75,66.63,66.63,1633,9461,1,9.37,8.29,True
1436,734,5,8444001,206.152.48.10,30,2021-06-25 14:17:36.117,60.75,66.63,66.63,1634,9462,1,10.49,10.49,True
1437,734,5,8444001,206.152.48.10,30,2021-06-25 14:17:36.117,60.75,66.63,66.63,1635,9458,1,16.2,14.34,True
1438,734,5,8444001,206.152.48.10,30,2021-06-25 14:17:36.117,60.75,66.63,66.63,1636,9458,1,16.2,14.34,True
1439,735,5,8605689,72.136.114.172,30,2021-06-25 14:30:48.113,36.76,41.54,41.54,1637,9459,3,10.38,9.19,True
1440,735,5,8605689,72.136.114.172,30,2021-06-25 14:30:48.113,36.76,41.54,41.54,1638,9459,1,10.38,9.19,True
1441,736,4,8606221,99.255.66.122,30,2021-06-25 14:49:45.590,0.0,0.0,6.5,1639,12425,1,0.0,0.0,False
1442,737,4,7483081,70.29.43.50,30,2021-06-25 15:19:34.613,0.0,0.0,6.5,1640,12429,1,0.0,0.0,False
1443,738,5,8614863,99.255.111.64,30,2021-06-25 21:14:34.880,36.42,41.15,41.15,1641,9458,2,16.2,14.34,True
1444,738,5,8614863,99.255.111.64,30,2021-06-25 21:14:34.880,36.42,41.15,41.15,1642,9452,1,8.75,7.74,True
1445,739,5,8615473,99.255.90.84,30,2021-06-25 21:26:36.433,10.29,11.37,11.37,1643,9461,1,9.37,8.29,True
1446,740,4,8615923,76.69.37.188,30,2021-06-25 21:44:57.543,0.0,0.0,6.5,1644,12422,1,0.0,0.0,False
1447,741,4,8615933,76.69.37.188,30,2021-06-25 21:45:11.260,0.0,0.0,6.5,1645,12422,1,0.0,0.0,False
1448,742,4,8615940,76.69.37.188,30,2021-06-25 21:45:25.103,3.0,3.0,9.5,1646,12422,1,3.0,3.0,False
1449,743,5,8616885,173.33.219.244,30,2021-06-25 22:36:34.980,52.11,58.88,58.88,1647,9461,1,9.37,8.29,True
1450,743,5,8616885,173.33.219.244,30,2021-06-25 22:36:34.980,52.11,58.88,58.88,1648,9459,1,11.68,10.34,True
1451,743,5,8616885,173.33.219.244,30,2021-06-25 22:36:34.980,52.11,58.88,58.88,1649,9461,1,9.37,8.29,True
1452,743,5,8616885,173.33.219.244,30,2021-06-25 22:36:34.980,52.11,58.88,58.88,1650,9453,2,6.9,6.11,True
1453,743,5,8616885,173.33.219.244,30,2021-06-25 22:36:34.980,52.11,58.88,58.88,1651,9456,1,5.29,4.68,True
1454,743,5,8616885,173.33.219.244,30,2021-06-25 22:36:34.980,52.11,58.88,58.88,1652,9461,1,9.37,8.29,True
1455,744,5,5651498,173.33.218.216,30,2021-06-26 00:17:34.840,9.19,10.38,19.16,1653,9459,1,10.38,9.19,False
1456,745,5,7122308,173.33.25.170,30,2021-06-26 02:25:54.443,12.34,13.94,13.94,1654,9459,1,13.94,12.34,True
1457,746,5,8646423,50.101.255.247,30,2021-06-26 15:19:27.743,19.48,21.75,21.75,1655,9461,1,9.37,8.29,True
1458,746,5,8646423,50.101.255.247,30,2021-06-26 15:19:27.743,19.48,21.75,21.75,1656,9459,1,10.38,9.19,True
1459,747,4,8543771,99.255.3.198,30,2021-06-26 16:11:45.553,0.0,0.0,16.64,1657,12419,1,0.0,0.0,False
1460,748,4,8648324,76.69.37.188,30,2021-06-26 16:21:00.560,5.5,5.5,12.0,1658,12422,1,5.5,5.5,False
1461,749,5,8653741,72.140.200.76,30,2021-06-26 21:00:26.587,7.19,8.12,8.12,1659,9459,1,8.12,7.19,True
1462,750,5,8654204,99.255.109.66,30,2021-06-26 22:06:22.623,27.43,31.0,31.0,1660,9460,1,14.84,13.13,True
1463,750,5,8654204,99.255.109.66,30,2021-06-26 22:06:22.623,27.43,31.0,31.0,1661,9459,1,9.25,8.19,True
1464,750,5,8654204,99.255.109.66,30,2021-06-26 22:06:22.623,27.43,31.0,31.0,1662,9453,1,6.9,6.11,True
1465,751,5,8656700,142.180.221.119,30,2021-06-27 00:30:59.743,60.8,68.7,68.7,1663,9459,1,10.38,9.19,True
1466,751,5,8656700,142.180.221.119,30,2021-06-27 00:30:59.743,60.8,68.7,68.7,1664,9459,4,8.12,7.19,True
1467,751,5,8656700,142.180.221.119,30,2021-06-27 00:30:59.743,60.8,68.7,68.7,1665,9452,1,8.75,7.74,True
1468,751,5,8656700,142.180.221.119,30,2021-06-27 00:30:59.743,60.8,68.7,68.7,1666,9464,1,17.07,15.11,True
1469,752,5,8675262,99.250.48.49,30,2021-06-28 01:22:00.473,17.38,19.64,19.64,1667,9459,1,9.25,8.19,True
1470,752,5,8675262,99.250.48.49,30,2021-06-28 01:22:00.473,17.38,19.64,19.64,1668,9459,1,10.38,9.19,True
1471,753,4,7244670,70.29.43.50,30,2021-06-28 17:36:09.067,0.0,0.0,6.5,1669,12429,1,0.0,0.0,False
1472,754,4,8689668,76.69.37.188,30,2021-06-28 18:10:15.820,0.0,0.0,6.5,1670,12422,1,0.0,0.0,False
1473,755,4,7671359,174.119.31.135,30,2021-06-28 21:22:26.003,0.0,0.0,6.5,1671,12424,1,0.0,0.0,False
1474,756,4,8695500,174.119.31.135,30,2021-06-28 21:23:09.387,0.0,0.0,6.5,1672,12424,1,0.0,0.0,False
1475,757,4,7451579,70.29.43.50,30,2021-06-29 15:45:28.360,0.0,0.0,6.5,1673,12429,1,0.0,0.0,False
1476,758,4,8734197,76.69.37.188,30,2021-06-29 16:51:33.117,0.0,0.0,6.5,1674,12422,1,0.0,0.0,False
1477,759,4,8279761,99.255.66.122,30,2021-06-29 18:04:56.903,0.0,0.0,6.5,1675,12425,1,0.0,0.0,False
1478,760,4,8606221,99.255.66.122,30,2021-06-29 18:05:35.403,0.0,0.0,6.5,1676,12425,1,0.0,0.0,False
1479,761,4,7455722,99.255.66.122,30,2021-06-29 18:06:50.437,0.0,0.0,6.5,1677,12425,1,0.0,0.0,False
1480,762,4,7244670,70.29.43.50,30,2021-06-30 16:01:27.247,0.0,0.0,6.5,1678,12429,1,0.0,0.0,False
1481,763,4,7245951,99.255.66.122,30,2021-06-30 16:10:09.350,0.0,0.0,6.5,1679,12425,1,0.0,0.0,False
1482,764,4,8765525,76.69.37.188,30,2021-06-30 17:23:21.833,3.0,3.0,9.5,1680,12422,1,3.0,3.0,False
1483,765,4,8770272,76.69.37.188,30,2021-06-30 18:25:04.563,0.0,0.0,6.5,1681,12422,1,0.0,0.0,False
1484,766,4,8143896,99.255.66.122,30,2021-06-30 18:49:32.570,0.0,0.0,6.5,1682,12425,1,0.0,0.0,False
1485,767,4,8500641,70.29.43.50,30,2021-06-30 18:58:14.543,0.0,0.0,6.5,1683,12429,1,0.0,0.0,False
1486,768,4,8771641,70.29.43.50,30,2021-06-30 19:25:55.767,0.0,0.0,6.5,1684,12429,1,0.0,0.0,False
1487,769,4,8770298,76.69.37.188,30,2021-06-30 20:19:49.100,0.0,0.0,6.5,1685,12422,1,0.0,0.0,False
1488,770,4,8143896,99.255.66.122,30,2021-06-30 20:23:17.557,0.0,0.0,6.5,1686,12425,1,0.0,0.0,False
1489,771,15,8779818,67.69.69.194,30,2021-06-30 21:50:40.413,29.77,33.64,33.64,1687,11844,1,15.58,13.79,True
1490,771,15,8779818,67.69.69.194,30,2021-06-30 21:50:40.413,29.77,33.64,33.64,1688,11839,1,18.06,15.98,True
1491,772,5,8812990,209.29.120.187,30,2021-07-01 16:12:09.407,82.25,89.79,98.02,1689,9461,1,9.37,8.29,False
1492,772,5,8812990,209.29.120.187,30,2021-07-01 16:12:09.407,82.25,89.79,98.02,1690,9466,1,9.61,9.61,False
1493,772,5,8812990,209.29.120.187,30,2021-07-01 16:12:09.407,82.25,89.79,98.02,1691,9461,1,9.37,8.29,False
1494,772,5,8812990,209.29.120.187,30,2021-07-01 16:12:09.407,82.25,89.79,98.02,1692,9461,1,9.37,8.29,False
1495,772,5,8812990,209.29.120.187,30,2021-07-01 16:12:09.407,82.25,89.79,98.02,1693,9461,2,9.37,8.29,False
1496,772,5,8812990,209.29.120.187,30,2021-07-01 16:12:09.407,82.25,89.79,98.02,1694,9461,1,9.37,8.29,False
1497,772,5,8812990,209.29.120.187,30,2021-07-01 16:12:09.407,82.25,89.79,98.02,1695,9461,1,9.37,8.29,False
1498,772,5,8812990,209.29.120.187,30,2021-07-01 16:12:09.407,82.25,89.79,98.02,1696,9466,1,9.61,9.61,False
1499,773,4,8648036,99.255.3.198,30,2021-07-01 22:13:20.757,0.0,0.0,16.95,1697,12419,1,0.0,0.0,False
1500,774,4,8854799,99.255.66.122,30,2021-07-02 13:34:20.637,0.0,0.0,6.5,1698,12425,1,0.0,0.0,False
1501,775,4,8866886,70.29.43.50,30,2021-07-02 20:00:32.740,0.0,0.0,6.5,1699,12429,1,0.0,0.0,False
1502,776,4,8867094,76.69.37.188,30,2021-07-02 20:24:25.607,0.0,0.0,6.5,1700,12422,1,0.0,0.0,False
1503,777,15,8867146,99.253.186.252,30,2021-07-02 20:36:45.987,27.97,29.98,29.98,1701,11842,1,9.37,8.29,True
1504,777,15,8867146,99.253.186.252,30,2021-07-02 20:36:45.987,27.97,29.98,29.98,1702,11840,1,8.12,7.19,True
1505,777,15,8867146,99.253.186.252,30,2021-07-02 20:36:45.987,27.97,29.98,29.98,1703,11843,1,10.49,10.49,True
1506,778,4,8867461,174.119.31.135,30,2021-07-02 20:55:26.507,0.0,0.0,6.5,1704,12424,1,0.0,0.0,False
1507,779,4,8867467,174.119.31.135,30,2021-07-02 20:56:09.453,0.0,0.0,6.5,1705,12424,1,0.0,0.0,False
1508,780,4,8933448,76.69.37.188,30,2021-07-03 15:30:26.543,0.0,0.0,6.5,1706,12422,1,0.0,0.0,False
1509,781,4,8935156,76.69.37.188,40,2021-07-03 16:06:46.273,0.0,0.0,6.5,1707,12422,1,0.0,0.0,False
1510,782,4,8937316,76.69.37.188,30,2021-07-03 17:04:27.250,3.0,3.0,9.5,1708,12422,1,3.0,3.0,False
1511,783,15,8946972,99.253.120.40,30,2021-07-03 21:53:40.967,30.92,34.94,34.94,1709,11842,1,9.37,8.29,True
1512,783,15,8946972,99.253.120.40,30,2021-07-03 21:53:40.967,30.92,34.94,34.94,1710,11839,1,16.2,14.34,True
1513,783,15,8946972,99.253.120.40,30,2021-07-03 21:53:40.967,30.92,34.94,34.94,1711,11842,1,9.37,8.29,True
1514,784,4,8823119,99.255.3.198,30,2021-07-03 23:41:00.080,0.0,0.0,6.5,1712,12419,1,0.0,0.0,False
1515,785,5,8950956,24.114.107.6,30,2021-07-03 23:50:29.347,12.19,13.77,19.76,1713,9459,1,13.77,12.19,False
1516,786,15,8994679,76.64.78.58,30,2021-07-04 22:34:59.607,29.5,33.34,33.34,1714,11839,1,17.13,15.16,True
1517,786,15,8994679,76.64.78.58,30,2021-07-04 22:34:59.607,29.5,33.34,33.34,1715,11839,1,16.2,14.34,True
1518,787,5,7934570,216.209.123.230,30,2021-07-05 01:09:11.737,32.22,36.15,36.15,1716,9464,1,17.07,15.11,True
1519,787,5,7934570,216.209.123.230,30,2021-07-05 01:09:11.737,32.22,36.15,36.15,1717,9464,1,17.07,15.11,True
1520,788,4,8143896,99.255.66.122,30,2021-07-05 13:32:39.427,0.0,0.0,6.5,1718,12425,1,0.0,0.0,False
1521,789,4,9014824,76.69.37.188,30,2021-07-05 15:23:52.830,0.0,0.0,6.5,1719,12422,1,0.0,0.0,False
1522,790,4,9024768,76.69.37.188,30,2021-07-05 20:36:35.167,0.0,0.0,6.5,1720,12422,1,0.0,0.0,False
1523,791,4,9024811,76.69.37.188,30,2021-07-05 20:36:55.483,0.0,0.0,6.5,1721,12422,1,0.0,0.0,False
1524,792,4,9024840,76.69.37.188,30,2021-07-05 20:37:16.173,0.0,0.0,6.5,1722,12422,1,0.0,0.0,False
1525,793,15,9026964,99.253.78.91,30,2021-07-05 21:38:24.010,15.79,17.58,17.58,1723,11844,1,15.58,13.79,True
1526,794,4,9024866,76.69.37.188,30,2021-07-05 21:56:26.877,0.0,0.0,6.5,1724,12422,1,0.0,0.0,False
1527,795,4,9028526,174.119.31.135,30,2021-07-05 22:36:41.260,0.0,0.0,6.5,1725,12424,1,0.0,0.0,False
1528,796,4,9028543,174.119.31.135,30,2021-07-05 22:38:24.503,0.0,0.0,6.5,1726,12424,1,0.0,0.0,False
1529,797,4,9028557,174.119.31.135,30,2021-07-05 22:38:40.413,0.0,0.0,6.5,1727,12424,1,0.0,0.0,False
1530,798,4,7244670,70.29.43.50,30,2021-07-06 14:16:39.417,0.0,0.0,6.5,1728,12429,1,0.0,0.0,False
1531,799,4,7451579,70.29.43.50,30,2021-07-06 14:17:47.243,0.0,0.0,6.5,1729,12429,1,0.0,0.0,False
1532,800,4,8143896,99.255.66.122,30,2021-07-06 15:57:38.727,0.0,0.0,6.5,1730,12425,1,0.0,0.0,False
1533,801,4,7403457,199.119.233.186,30,2021-07-06 18:01:05.743,0.0,0.0,6.5,1731,12429,1,0.0,0.0,False
1534,802,5,9053498,99.255.113.47,30,2021-07-06 20:44:17.603,54.11,60.49,67.43,1732,9458,1,16.2,14.34,False
1535,802,5,9053498,99.255.113.47,30,2021-07-06 20:44:17.603,54.11,60.49,67.43,1733,9465,1,16.83,14.89,False
1536,802,5,9053498,99.255.113.47,30,2021-07-06 20:44:17.603,54.11,60.49,67.43,1734,9451,1,14.34,12.69,False
1537,802,5,9053498,99.255.113.47,30,2021-07-06 20:44:17.603,54.11,60.49,67.43,1735,9459,1,8.12,7.19,False
1538,803,4,9053893,76.69.37.188,30,2021-07-06 20:48:10.897,0.0,0.0,6.5,1736,12422,1,0.0,0.0,False
1539,804,4,9053900,76.69.37.188,30,2021-07-06 20:48:29.863,3.0,3.0,9.5,1737,12422,1,3.0,3.0,False
1540,805,5,9053944,45.74.126.21,30,2021-07-06 20:59:13.773,30.77,34.12,48.1,1738,9461,1,9.37,8.29,False
1541,805,5,9053944,45.74.126.21,30,2021-07-06 20:59:13.773,30.77,34.12,48.1,1739,9461,1,9.37,8.29,False
1542,805,5,9053944,45.74.126.21,30,2021-07-06 20:59:13.773,30.77,34.12,48.1,1740,9459,1,10.38,9.19,False
1543,806,4,8359707,99.255.66.122,30,2021-07-07 13:32:21.270,0.0,0.0,6.5,1741,12425,1,0.0,0.0,False
1544,807,4,8695500,174.119.31.135,30,2021-07-07 15:00:50.393,0.0,0.0,6.5,1742,12424,1,0.0,0.0,False
1545,808,4,9078852,76.69.37.188,30,2021-07-07 18:28:40.600,0.0,0.0,6.5,1743,12422,1,0.0,0.0,False
1546,809,4,9081833,76.69.37.188,30,2021-07-07 20:46:55.070,0.0,0.0,6.5,1744,12422,1,0.0,0.0,False
1547,810,4,9160288,99.255.66.122,40,2021-07-08 15:12:26.757,0.0,0.0,6.5,1745,12425,1,0.0,0.0,False
1548,811,10,9163641,67.69.69.48,30,2021-07-08 16:08:06.263,10.99,12.42,12.42,1746,12282,1,12.42,10.99,True
1549,812,4,8385604,99.255.66.122,30,2021-07-08 18:42:11.590,0.0,0.0,6.5,1747,12425,1,0.0,0.0,False
1550,813,4,9173426,174.119.31.135,30,2021-07-08 18:48:40.733,0.0,0.0,6.5,1748,12424,1,0.0,0.0,False
1551,814,4,9175174,174.119.31.135,30,2021-07-08 18:50:52.870,0.0,0.0,6.5,1749,12424,1,0.0,0.0,False
1552,815,4,8143896,99.255.66.122,30,2021-07-08 20:36:33.060,0.0,0.0,6.5,1750,12425,1,0.0,0.0,False
1553,816,4,9183449,76.69.37.188,30,2021-07-08 21:58:06.527,0.0,0.0,6.5,1751,12422,1,0.0,0.0,False
1554,817,4,9183460,76.69.37.188,30,2021-07-08 21:58:22.813,0.0,0.0,6.5,1752,12422,1,0.0,0.0,False
1555,818,5,9185251,72.136.104.202,30,2021-07-08 23:59:13.813,31.45,35.28,35.28,1753,9458,1,16.2,14.34,True
1556,818,5,9185251,72.136.104.202,30,2021-07-08 23:59:13.813,31.45,35.28,35.28,1754,9464,1,17.07,15.11,True
1557,819,5,7934570,216.209.123.230,30,2021-07-09 00:25:49.600,32.22,36.15,36.15,1755,9464,2,17.07,15.11,True
1558,820,10,9188796,67.69.69.138,30,2021-07-09 00:39:57.420,11.99,13.55,13.55,1756,12258,1,13.55,11.99,True
1559,821,4,9245928,174.119.31.135,30,2021-07-09 15:26:06.027,0.0,0.0,6.5,1757,12424,1,0.0,0.0,False
1560,822,4,9246270,174.119.31.135,30,2021-07-09 15:31:11.400,0.0,0.0,6.5,1758,12424,1,0.0,0.0,False
1561,823,4,9265252,76.69.37.188,30,2021-07-09 20:19:10.043,0.0,0.0,6.5,1759,12422,1,0.0,0.0,False
1562,824,4,9265275,76.69.37.188,30,2021-07-09 20:19:23.520,0.0,0.0,6.5,1760,12422,1,0.0,0.0,False
1563,825,4,8951058,99.255.3.198,30,2021-07-09 23:56:47.753,0.0,0.0,6.5,1761,12419,1,0.0,0.0,False
1564,826,4,9332276,76.69.37.188,30,2021-07-10 16:05:52.620,0.0,0.0,6.5,1762,12422,1,0.0,0.0,False
1565,827,4,8143896,99.255.66.122,30,2021-07-10 16:50:49.480,0.0,0.0,6.5,1763,12425,1,0.0,0.0,False
1566,828,4,9337037,174.119.31.135,30,2021-07-10 17:11:57.070,0.0,0.0,6.5,1764,12424,1,0.0,0.0,False
1567,829,4,9345147,76.69.37.188,30,2021-07-10 18:55:53.323,0.0,0.0,6.5,1765,12422,1,0.0,0.0,False
1568,830,5,9350085,67.69.69.253,30,2021-07-10 20:30:31.163,9.19,10.12,10.12,1766,9459,1,8.12,7.19,True
1569,831,15,9358908,67.69.69.2,30,2021-07-10 23:25:04.950,28.75,32.49,32.49,1767,11840,1,13.94,12.34,True
1570,831,15,9358908,67.69.69.2,30,2021-07-10 23:25:04.950,28.75,32.49,32.49,1768,11841,1,18.54,16.41,True
1571,832,4,9364713,99.255.70.58,40,2021-07-11 00:13:00.277,0.0,0.0,6.5,1769,12430,1,0.0,0.0,False
1572,833,5,7206118,99.255.65.185,30,2021-07-11 00:56:50.107,9.19,10.38,10.38,1770,9459,1,10.38,9.19,True
1573,834,15,9370345,104.28.13.191,30,2021-07-11 01:02:14.330,28.4,31.44,31.44,1771,11842,1,9.37,8.29,True
1574,834,15,9370345,104.28.13.191,30,2021-07-11 01:02:14.330,28.4,31.44,31.44,1772,11845,1,17.07,15.11,True
1575,835,10,9428660,72.137.120.49,30,2021-07-11 18:03:10.470,29.99,33.89,33.89,1773,12262,1,33.89,29.99,True
1576,836,5,9439960,72.136.109.214,30,2021-07-11 20:47:47.060,53.8,58.78,58.78,1774,9462,1,10.49,10.49,True
1577,836,5,9439960,72.136.109.214,30,2021-07-11 20:47:47.060,53.8,58.78,58.78,1775,9457,1,9.14,8.09,True
1578,836,5,9439960,72.136.109.214,30,2021-07-11 20:47:47.060,53.8,58.78,58.78,1776,9464,1,17.07,15.11,True
1579,836,5,9439960,72.136.109.214,30,2021-07-11 20:47:47.060,53.8,58.78,58.78,1777,9464,1,17.07,15.11,True
1580,837,15,9431758,99.253.168.247,30,2021-07-11 21:38:17.210,37.65,41.89,41.89,1778,11839,1,20.69,18.31,True
1581,837,15,9431758,99.253.168.247,30,2021-07-11 21:38:17.210,37.65,41.89,41.89,1779,11839,1,16.2,14.34,True
