SalesKey,OrderKey,ProductKey,CustomerKey,CustomerType,Quantity,TotalAmount,OrderDate,IsHighValueOrder,OrderYear,OrderMonth,OrderDay
12536,516,7296,2920,Returning,1,247.53,2021-01-24,False,2021,1,24
12537,516,7296,2928,Returning,1,247.53,2021-01-24,False,2021,1,24
12538,516,7296,2929,Returning,1,247.53,2021-01-24,False,2021,1,24
12539,516,7296,2940,Returning,1,247.53,2021-01-24,False,2021,1,24
12540,516,7296,5803,Returning,1,247.53,2021-01-24,False,2021,1,24
12541,516,7296,5811,Returning,1,247.53,2021-01-24,False,2021,1,24
12542,516,7296,5812,Returning,1,247.53,2021-01-24,False,2021,1,24
12543,516,7296,5823,Returning,1,247.53,2021-01-24,False,2021,1,24
12544,452,7297,37,Returning,1,240.54,2020-12-01,False,2020,12,1
12545,452,7297,45,Returning,1,240.54,2020-12-01,False,2020,12,1
12546,452,7297,46,Returning,1,240.54,2020-12-01,False,2020,12,1
12547,452,7297,57,Returning,1,240.54,2020-12-01,False,2020,12,1
12548,452,7297,2920,Returning,1,240.54,2020-12-01,False,2020,12,1
12549,452,7297,2928,Returning,1,240.54,2020-12-01,False,2020,12,1
12550,452,7297,2929,Returning,1,240.54,2020-12-01,False,2020,12,1
12551,452,7297,2940,Returning,1,240.54,2020-12-01,False,2020,12,1
12552,452,7297,5803,Returning,1,240.54,2020-12-01,False,2020,12,1
12553,452,7297,5811,Returning,1,240.54,2020-12-01,False,2020,12,1
12554,452,7297,5812,Returning,1,240.54,2020-12-01,False,2020,12,1
12555,452,7297,5823,Returning,1,240.54,2020-12-01,False,2020,12,1
12556,516,7297,37,Returning,1,247.53,2021-01-24,False,2021,1,24
12557,516,7297,45,Returning,1,247.53,2021-01-24,False,2021,1,24
12558,516,7297,46,Returning,1,247.53,2021-01-24,False,2021,1,24
12559,516,7297,57,Returning,1,247.53,2021-01-24,False,2021,1,24
12560,516,7297,2920,Returning,1,247.53,2021-01-24,False,2021,1,24
12561,516,7297,2928,Returning,1,247.53,2021-01-24,False,2021,1,24
12562,516,7297,2929,Returning,1,247.53,2021-01-24,False,2021,1,24
12563,516,7297,2940,Returning,1,247.53,2021-01-24,False,2021,1,24
12564,516,7297,5803,Returning,1,247.53,2021-01-24,False,2021,1,24
12565,516,7297,5811,Returning,1,247.53,2021-01-24,False,2021,1,24
12566,516,7297,5812,Returning,1,247.53,2021-01-24,False,2021,1,24
12567,516,7297,5823,Returning,1,247.53,2021-01-24,False,2021,1,24
12568,452,7298,37,Returning,1,240.54,2020-12-01,False,2020,12,1
12569,452,7298,45,Returning,1,240.54,2020-12-01,False,2020,12,1
12570,452,7298,46,Returning,1,240.54,2020-12-01,False,2020,12,1
12571,452,7298,57,Returning,1,240.54,2020-12-01,False,2020,12,1
12572,452,7298,2920,Returning,1,240.54,2020-12-01,False,2020,12,1
12573,452,7298,2928,Returning,1,240.54,2020-12-01,False,2020,12,1
12574,452,7298,2929,Returning,1,240.54,2020-12-01,False,2020,12,1
12575,452,7298,2940,Returning,1,240.54,2020-12-01,False,2020,12,1
12576,452,7298,5803,Returning,1,240.54,2020-12-01,False,2020,12,1
12577,452,7298,5811,Returning,1,240.54,2020-12-01,False,2020,12,1
12578,452,7298,5812,Returning,1,240.54,2020-12-01,False,2020,12,1
12579,452,7298,5823,Returning,1,240.54,2020-12-01,False,2020,12,1
12580,516,7298,37,Returning,1,247.53,2021-01-24,False,2021,1,24
12581,516,7298,45,Returning,1,247.53,2021-01-24,False,2021,1,24
12582,516,7298,46,Returning,1,247.53,2021-01-24,False,2021,1,24
12583,516,7298,57,Returning,1,247.53,2021-01-24,False,2021,1,24
12584,516,7298,2920,Returning,1,247.53,2021-01-24,False,2021,1,24
12585,516,7298,2928,Returning,1,247.53,2021-01-24,False,2021,1,24
12586,516,7298,2929,Returning,1,247.53,2021-01-24,False,2021,1,24
12587,516,7298,2940,Returning,1,247.53,2021-01-24,False,2021,1,24
12588,516,7298,5803,Returning,1,247.53,2021-01-24,False,2021,1,24
12589,516,7298,5811,Returning,1,247.53,2021-01-24,False,2021,1,24
12590,516,7298,5812,Returning,1,247.53,2021-01-24,False,2021,1,24
12591,516,7298,5823,Returning,1,247.53,2021-01-24,False,2021,1,24
12592,405,7344,37,Returning,2,54.11,2020-10-09,False,2020,10,9
12593,405,7344,45,Returning,2,54.11,2020-10-09,False,2020,10,9
12594,405,7344,46,Returning,2,54.11,2020-10-09,False,2020,10,9
12595,405,7344,57,Returning,2,54.11,2020-10-09,False,2020,10,9
12596,405,7344,2920,Returning,2,54.11,2020-10-09,False,2020,10,9
12597,405,7344,2928,Returning,2,54.11,2020-10-09,False,2020,10,9
12598,405,7344,2929,Returning,2,54.11,2020-10-09,False,2020,10,9
12599,405,7344,2940,Returning,2,54.11,2020-10-09,False,2020,10,9
12600,405,7344,5803,Returning,2,54.11,2020-10-09,False,2020,10,9
12601,405,7344,5811,Returning,2,54.11,2020-10-09,False,2020,10,9
12602,405,7344,5812,Returning,2,54.11,2020-10-09,False,2020,10,9
12603,405,7344,5823,Returning,2,54.11,2020-10-09,False,2020,10,9
12604,523,7344,37,Returning,2,36.58,2021-01-28,False,2021,1,28
12605,523,7344,45,Returning,2,36.58,2021-01-28,False,2021,1,28
12606,523,7344,46,Returning,2,36.58,2021-01-28,False,2021,1,28
12607,523,7344,57,Returning,2,36.58,2021-01-28,False,2021,1,28
12608,523,7344,2920,Returning,2,36.58,2021-01-28,False,2021,1,28
12609,523,7344,2928,Returning,2,36.58,2021-01-28,False,2021,1,28
12610,523,7344,2929,Returning,2,36.58,2021-01-28,False,2021,1,28
12611,523,7344,2940,Returning,2,36.58,2021-01-28,False,2021,1,28
12612,523,7344,5803,Returning,2,36.58,2021-01-28,False,2021,1,28
12613,523,7344,5811,Returning,2,36.58,2021-01-28,False,2021,1,28
12614,523,7344,5812,Returning,2,36.58,2021-01-28,False,2021,1,28
12615,523,7344,5823,Returning,2,36.58,2021-01-28,False,2021,1,28
12616,405,7345,37,Returning,2,54.11,2020-10-09,False,2020,10,9
12617,405,7345,45,Returning,2,54.11,2020-10-09,False,2020,10,9
12618,405,7345,46,Returning,2,54.11,2020-10-09,False,2020,10,9
12619,405,7345,57,Returning,2,54.11,2020-10-09,False,2020,10,9
12620,405,7345,2920,Returning,2,54.11,2020-10-09,False,2020,10,9
12621,405,7345,2928,Returning,2,54.11,2020-10-09,False,2020,10,9
12622,405,7345,2929,Returning,2,54.11,2020-10-09,False,2020,10,9
12623,405,7345,2940,Returning,2,54.11,2020-10-09,False,2020,10,9
12624,405,7345,5803,Returning,2,54.11,2020-10-09,False,2020,10,9
12625,405,7345,5811,Returning,2,54.11,2020-10-09,False,2020,10,9
12626,405,7345,5812,Returning,2,54.11,2020-10-09,False,2020,10,9
12627,405,7345,5823,Returning,2,54.11,2020-10-09,False,2020,10,9
12628,523,7345,37,Returning,2,36.58,2021-01-28,False,2021,1,28
12629,523,7345,45,Returning,2,36.58,2021-01-28,False,2021,1,28
12630,523,7345,46,Returning,2,36.58,2021-01-28,False,2021,1,28
12631,523,7345,57,Returning,2,36.58,2021-01-28,False,2021,1,28
12632,523,7345,2920,Returning,2,36.58,2021-01-28,False,2021,1,28
12633,523,7345,2928,Returning,2,36.58,2021-01-28,False,2021,1,28
12634,523,7345,2929,Returning,2,36.58,2021-01-28,False,2021,1,28
12635,523,7345,2940,Returning,2,36.58,2021-01-28,False,2021,1,28
12636,523,7345,5803,Returning,2,36.58,2021-01-28,False,2021,1,28
12637,523,7345,5811,Returning,2,36.58,2021-01-28,False,2021,1,28
12638,523,7345,5812,Returning,2,36.58,2021-01-28,False,2021,1,28
12639,523,7345,5823,Returning,2,36.58,2021-01-28,False,2021,1,28
12640,405,7346,37,Returning,2,54.11,2020-10-09,False,2020,10,9
12641,405,7346,45,Returning,2,54.11,2020-10-09,False,2020,10,9
12642,405,7346,46,Returning,2,54.11,2020-10-09,False,2020,10,9
12643,405,7346,57,Returning,2,54.11,2020-10-09,False,2020,10,9
12644,405,7346,2920,Returning,2,54.11,2020-10-09,False,2020,10,9
12645,405,7346,2928,Returning,2,54.11,2020-10-09,False,2020,10,9
12646,405,7346,2929,Returning,2,54.11,2020-10-09,False,2020,10,9
12647,405,7346,2940,Returning,2,54.11,2020-10-09,False,2020,10,9
12648,405,7346,5803,Returning,2,54.11,2020-10-09,False,2020,10,9
12649,405,7346,5811,Returning,2,54.11,2020-10-09,False,2020,10,9
12650,405,7346,5812,Returning,2,54.11,2020-10-09,False,2020,10,9
12651,405,7346,5823,Returning,2,54.11,2020-10-09,False,2020,10,9
12652,523,7346,37,Returning,2,36.58,2021-01-28,False,2021,1,28
12653,523,7346,45,Returning,2,36.58,2021-01-28,False,2021,1,28
12654,523,7346,46,Returning,2,36.58,2021-01-28,False,2021,1,28
12655,523,7346,57,Returning,2,36.58,2021-01-28,False,2021,1,28
12656,523,7346,2920,Returning,2,36.58,2021-01-28,False,2021,1,28
12657,523,7346,2928,Returning,2,36.58,2021-01-28,False,2021,1,28
12658,523,7346,2929,Returning,2,36.58,2021-01-28,False,2021,1,28
12659,523,7346,2940,Returning,2,36.58,2021-01-28,False,2021,1,28
12660,523,7346,5803,Returning,2,36.58,2021-01-28,False,2021,1,28
12661,523,7346,5811,Returning,2,36.58,2021-01-28,False,2021,1,28
12662,523,7346,5812,Returning,2,36.58,2021-01-28,False,2021,1,28
12663,523,7346,5823,Returning,2,36.58,2021-01-28,False,2021,1,28
12664,580,7538,24,Returning,10,72.08,2021-02-15,False,2021,2,15
12665,580,7538,26,Returning,10,72.08,2021-02-15,False,2021,2,15
12666,580,7538,27,Returning,10,72.08,2021-02-15,False,2021,2,15
12667,580,7538,69,Returning,10,72.08,2021-02-15,False,2021,2,15
12668,580,7538,71,Returning,10,72.08,2021-02-15,False,2021,2,15
12669,580,7538,72,Returning,10,72.08,2021-02-15,False,2021,2,15
12670,580,7538,5793,Returning,10,72.08,2021-02-15,False,2021,2,15
12671,580,7538,5835,Returning,10,72.08,2021-02-15,False,2021,2,15
12672,580,7538,5837,Returning,10,72.08,2021-02-15,False,2021,2,15
12673,580,7538,5838,Returning,10,72.08,2021-02-15,False,2021,2,15
12674,580,7538,2954,Returning,10,72.08,2021-02-15,False,2021,2,15
12675,580,7538,2955,Returning,10,72.08,2021-02-15,False,2021,2,15
12676,580,7538,5790,Returning,10,72.08,2021-02-15,False,2021,2,15
12677,580,7538,5792,Returning,10,72.08,2021-02-15,False,2021,2,15
12678,580,7538,2907,Returning,10,72.08,2021-02-15,False,2021,2,15
12679,580,7538,2909,Returning,10,72.08,2021-02-15,False,2021,2,15
12680,580,7538,2910,Returning,10,72.08,2021-02-15,False,2021,2,15
12681,580,7538,2952,Returning,10,72.08,2021-02-15,False,2021,2,15
12682,580,7539,24,Returning,10,72.08,2021-02-15,False,2021,2,15
12683,580,7539,26,Returning,10,72.08,2021-02-15,False,2021,2,15
12684,580,7539,27,Returning,10,72.08,2021-02-15,False,2021,2,15
12685,580,7539,69,Returning,10,72.08,2021-02-15,False,2021,2,15
12686,580,7539,71,Returning,10,72.08,2021-02-15,False,2021,2,15
12687,580,7539,72,Returning,10,72.08,2021-02-15,False,2021,2,15
12688,580,7539,5793,Returning,10,72.08,2021-02-15,False,2021,2,15
12689,580,7539,5835,Returning,10,72.08,2021-02-15,False,2021,2,15
12690,580,7539,5837,Returning,10,72.08,2021-02-15,False,2021,2,15
12691,580,7539,5838,Returning,10,72.08,2021-02-15,False,2021,2,15
12692,580,7539,2954,Returning,10,72.08,2021-02-15,False,2021,2,15
12693,580,7539,2955,Returning,10,72.08,2021-02-15,False,2021,2,15
12694,580,7539,5790,Returning,10,72.08,2021-02-15,False,2021,2,15
12695,580,7539,5792,Returning,10,72.08,2021-02-15,False,2021,2,15
12696,580,7539,2907,Returning,10,72.08,2021-02-15,False,2021,2,15
12697,580,7539,2909,Returning,10,72.08,2021-02-15,False,2021,2,15
12698,580,7539,2910,Returning,10,72.08,2021-02-15,False,2021,2,15
12699,580,7539,2952,Returning,10,72.08,2021-02-15,False,2021,2,15
12700,504,7578,66,Returning,2,239.38,2021-01-19,False,2021,1,19
12701,504,7578,67,Returning,2,239.38,2021-01-19,False,2021,1,19
12702,504,7578,2949,Returning,2,239.38,2021-01-19,False,2021,1,19
12703,504,7578,2950,Returning,2,239.38,2021-01-19,False,2021,1,19
12704,504,7578,5832,Returning,2,239.38,2021-01-19,False,2021,1,19
12705,504,7578,5833,Returning,2,239.38,2021-01-19,False,2021,1,19
12706,504,7579,66,Returning,2,239.38,2021-01-19,False,2021,1,19
12707,504,7579,67,Returning,2,239.38,2021-01-19,False,2021,1,19
12708,504,7579,2949,Returning,2,239.38,2021-01-19,False,2021,1,19
12709,504,7579,2950,Returning,2,239.38,2021-01-19,False,2021,1,19
12710,504,7579,5832,Returning,2,239.38,2021-01-19,False,2021,1,19
12711,504,7579,5833,Returning,2,239.38,2021-01-19,False,2021,1,19
12712,404,7616,37,Returning,10,54.11,2020-10-09,False,2020,10,9
12713,404,7616,45,Returning,10,54.11,2020-10-09,False,2020,10,9
12714,404,7616,46,Returning,10,54.11,2020-10-09,False,2020,10,9
12715,404,7616,57,Returning,10,54.11,2020-10-09,False,2020,10,9
12716,404,7616,2920,Returning,10,54.11,2020-10-09,False,2020,10,9
12717,404,7616,2928,Returning,10,54.11,2020-10-09,False,2020,10,9
12718,404,7616,2929,Returning,10,54.11,2020-10-09,False,2020,10,9
12719,404,7616,2940,Returning,10,54.11,2020-10-09,False,2020,10,9
12720,404,7616,5803,Returning,10,54.11,2020-10-09,False,2020,10,9
12721,404,7616,5811,Returning,10,54.11,2020-10-09,False,2020,10,9
12722,404,7616,5812,Returning,10,54.11,2020-10-09,False,2020,10,9
12723,404,7616,5823,Returning,10,54.11,2020-10-09,False,2020,10,9
12724,434,7616,49,Returning,10,238.86,2020-11-20,False,2020,11,20
12725,434,7616,50,Returning,10,238.86,2020-11-20,False,2020,11,20
12726,434,7616,51,Returning,10,238.86,2020-11-20,False,2020,11,20
12727,434,7616,52,Returning,10,238.86,2020-11-20,False,2020,11,20
12728,434,7616,2932,Returning,10,238.86,2020-11-20,False,2020,11,20
12729,434,7616,2933,Returning,10,238.86,2020-11-20,False,2020,11,20
12730,434,7616,2934,Returning,10,238.86,2020-11-20,False,2020,11,20
12731,434,7616,2935,Returning,10,238.86,2020-11-20,False,2020,11,20
12732,434,7616,5815,Returning,10,238.86,2020-11-20,False,2020,11,20
12733,434,7616,5816,Returning,10,238.86,2020-11-20,False,2020,11,20
12734,434,7616,5817,Returning,10,238.86,2020-11-20,False,2020,11,20
12735,434,7616,5818,Returning,10,238.86,2020-11-20,False,2020,11,20
12736,446,7616,37,Returning,8,240.54,2020-12-01,False,2020,12,1
12737,446,7616,45,Returning,8,240.54,2020-12-01,False,2020,12,1
12738,446,7616,46,Returning,8,240.54,2020-12-01,False,2020,12,1
12739,446,7616,57,Returning,8,240.54,2020-12-01,False,2020,12,1
12740,446,7616,2920,Returning,8,240.54,2020-12-01,False,2020,12,1
12741,446,7616,2928,Returning,8,240.54,2020-12-01,False,2020,12,1
12742,446,7616,2929,Returning,8,240.54,2020-12-01,False,2020,12,1
12743,446,7616,2940,Returning,8,240.54,2020-12-01,False,2020,12,1
12744,446,7616,5803,Returning,8,240.54,2020-12-01,False,2020,12,1
12745,446,7616,5811,Returning,8,240.54,2020-12-01,False,2020,12,1
12746,446,7616,5812,Returning,8,240.54,2020-12-01,False,2020,12,1
12747,446,7616,5823,Returning,8,240.54,2020-12-01,False,2020,12,1
12748,455,7616,56,Returning,4,28.16,2020-12-09,False,2020,12,9
12749,455,7616,2939,Returning,4,28.16,2020-12-09,False,2020,12,9
12750,455,7616,5822,Returning,4,28.16,2020-12-09,False,2020,12,9
12751,458,7616,37,Returning,10,226.75,2020-12-12,False,2020,12,12
12752,458,7616,45,Returning,10,226.75,2020-12-12,False,2020,12,12
12753,458,7616,46,Returning,10,226.75,2020-12-12,False,2020,12,12
12754,458,7616,57,Returning,10,226.75,2020-12-12,False,2020,12,12
12755,458,7616,2920,Returning,10,226.75,2020-12-12,False,2020,12,12
12756,458,7616,2928,Returning,10,226.75,2020-12-12,False,2020,12,12
12757,458,7616,2929,Returning,10,226.75,2020-12-12,False,2020,12,12
12758,458,7616,2940,Returning,10,226.75,2020-12-12,False,2020,12,12
12759,458,7616,5803,Returning,10,226.75,2020-12-12,False,2020,12,12
12760,458,7616,5811,Returning,10,226.75,2020-12-12,False,2020,12,12
12761,458,7616,5812,Returning,10,226.75,2020-12-12,False,2020,12,12
12762,458,7616,5823,Returning,10,226.75,2020-12-12,False,2020,12,12
12763,490,7616,37,Returning,10,263.55,2021-01-14,False,2021,1,14
12764,490,7616,45,Returning,10,263.55,2021-01-14,False,2021,1,14
12765,490,7616,46,Returning,10,263.55,2021-01-14,False,2021,1,14
12766,490,7616,57,Returning,10,263.55,2021-01-14,False,2021,1,14
12767,490,7616,2920,Returning,10,263.55,2021-01-14,False,2021,1,14
12768,490,7616,2928,Returning,10,263.55,2021-01-14,False,2021,1,14
12769,490,7616,2929,Returning,10,263.55,2021-01-14,False,2021,1,14
12770,490,7616,2940,Returning,10,263.55,2021-01-14,False,2021,1,14
12771,490,7616,5803,Returning,10,263.55,2021-01-14,False,2021,1,14
12772,490,7616,5811,Returning,10,263.55,2021-01-14,False,2021,1,14
12773,490,7616,5812,Returning,10,263.55,2021-01-14,False,2021,1,14
12774,490,7616,5823,Returning,10,263.55,2021-01-14,False,2021,1,14
12775,522,7616,37,Returning,9,36.58,2021-01-28,False,2021,1,28
12776,522,7616,45,Returning,9,36.58,2021-01-28,False,2021,1,28
12777,522,7616,46,Returning,9,36.58,2021-01-28,False,2021,1,28
12778,522,7616,57,Returning,9,36.58,2021-01-28,False,2021,1,28
12779,522,7616,2920,Returning,9,36.58,2021-01-28,False,2021,1,28
12780,522,7616,2928,Returning,9,36.58,2021-01-28,False,2021,1,28
12781,522,7616,2929,Returning,9,36.58,2021-01-28,False,2021,1,28
12782,522,7616,2940,Returning,9,36.58,2021-01-28,False,2021,1,28
12783,522,7616,5803,Returning,9,36.58,2021-01-28,False,2021,1,28
12784,522,7616,5811,Returning,9,36.58,2021-01-28,False,2021,1,28
12785,522,7616,5812,Returning,9,36.58,2021-01-28,False,2021,1,28
12786,522,7616,5823,Returning,9,36.58,2021-01-28,False,2021,1,28
12787,551,7616,37,Returning,2,92.3,2021-02-01,False,2021,2,1
12788,551,7616,45,Returning,2,92.3,2021-02-01,False,2021,2,1
12789,551,7616,46,Returning,2,92.3,2021-02-01,False,2021,2,1
12790,551,7616,57,Returning,2,92.3,2021-02-01,False,2021,2,1
12791,551,7616,2920,Returning,2,92.3,2021-02-01,False,2021,2,1
12792,551,7616,2928,Returning,2,92.3,2021-02-01,False,2021,2,1
12793,551,7616,2929,Returning,2,92.3,2021-02-01,False,2021,2,1
12794,551,7616,2940,Returning,2,92.3,2021-02-01,False,2021,2,1
12795,551,7616,5803,Returning,2,92.3,2021-02-01,False,2021,2,1
12796,551,7616,5811,Returning,2,92.3,2021-02-01,False,2021,2,1
12797,551,7616,5812,Returning,2,92.3,2021-02-01,False,2021,2,1
12798,551,7616,5823,Returning,2,92.3,2021-02-01,False,2021,2,1
12799,581,7616,37,Returning,2,36.48,2021-02-16,False,2021,2,16
12800,581,7616,45,Returning,2,36.48,2021-02-16,False,2021,2,16
12801,581,7616,46,Returning,2,36.48,2021-02-16,False,2021,2,16
12802,581,7616,57,Returning,2,36.48,2021-02-16,False,2021,2,16
12803,581,7616,2920,Returning,2,36.48,2021-02-16,False,2021,2,16
12804,581,7616,2928,Returning,2,36.48,2021-02-16,False,2021,2,16
12805,581,7616,2929,Returning,2,36.48,2021-02-16,False,2021,2,16
12806,581,7616,2940,Returning,2,36.48,2021-02-16,False,2021,2,16
12807,581,7616,5803,Returning,2,36.48,2021-02-16,False,2021,2,16
12808,581,7616,5811,Returning,2,36.48,2021-02-16,False,2021,2,16
12809,581,7616,5812,Returning,2,36.48,2021-02-16,False,2021,2,16
12810,581,7616,5823,Returning,2,36.48,2021-02-16,False,2021,2,16
12811,404,7617,37,Returning,10,54.11,2020-10-09,False,2020,10,9
12812,404,7617,45,Returning,10,54.11,2020-10-09,False,2020,10,9
12813,404,7617,46,Returning,10,54.11,2020-10-09,False,2020,10,9
12814,404,7617,57,Returning,10,54.11,2020-10-09,False,2020,10,9
12815,404,7617,2920,Returning,10,54.11,2020-10-09,False,2020,10,9
12816,404,7617,2928,Returning,10,54.11,2020-10-09,False,2020,10,9
12817,404,7617,2929,Returning,10,54.11,2020-10-09,False,2020,10,9
12818,404,7617,2940,Returning,10,54.11,2020-10-09,False,2020,10,9
12819,404,7617,5803,Returning,10,54.11,2020-10-09,False,2020,10,9
12820,404,7617,5811,Returning,10,54.11,2020-10-09,False,2020,10,9
12821,404,7617,5812,Returning,10,54.11,2020-10-09,False,2020,10,9
12822,404,7617,5823,Returning,10,54.11,2020-10-09,False,2020,10,9
12823,434,7617,49,Returning,10,238.86,2020-11-20,False,2020,11,20
12824,434,7617,50,Returning,10,238.86,2020-11-20,False,2020,11,20
12825,434,7617,51,Returning,10,238.86,2020-11-20,False,2020,11,20
12826,434,7617,52,Returning,10,238.86,2020-11-20,False,2020,11,20
12827,434,7617,2932,Returning,10,238.86,2020-11-20,False,2020,11,20
12828,434,7617,2933,Returning,10,238.86,2020-11-20,False,2020,11,20
12829,434,7617,2934,Returning,10,238.86,2020-11-20,False,2020,11,20
12830,434,7617,2935,Returning,10,238.86,2020-11-20,False,2020,11,20
12831,434,7617,5815,Returning,10,238.86,2020-11-20,False,2020,11,20
12832,434,7617,5816,Returning,10,238.86,2020-11-20,False,2020,11,20
12833,434,7617,5817,Returning,10,238.86,2020-11-20,False,2020,11,20
12834,434,7617,5818,Returning,10,238.86,2020-11-20,False,2020,11,20
12835,446,7617,37,Returning,8,240.54,2020-12-01,False,2020,12,1
12836,446,7617,45,Returning,8,240.54,2020-12-01,False,2020,12,1
12837,446,7617,46,Returning,8,240.54,2020-12-01,False,2020,12,1
12838,446,7617,57,Returning,8,240.54,2020-12-01,False,2020,12,1
12839,446,7617,2920,Returning,8,240.54,2020-12-01,False,2020,12,1
12840,446,7617,2928,Returning,8,240.54,2020-12-01,False,2020,12,1
12841,446,7617,2929,Returning,8,240.54,2020-12-01,False,2020,12,1
12842,446,7617,2940,Returning,8,240.54,2020-12-01,False,2020,12,1
12843,446,7617,5803,Returning,8,240.54,2020-12-01,False,2020,12,1
12844,446,7617,5811,Returning,8,240.54,2020-12-01,False,2020,12,1
12845,446,7617,5812,Returning,8,240.54,2020-12-01,False,2020,12,1
12846,446,7617,5823,Returning,8,240.54,2020-12-01,False,2020,12,1
12847,455,7617,56,Returning,4,28.16,2020-12-09,False,2020,12,9
12848,455,7617,2939,Returning,4,28.16,2020-12-09,False,2020,12,9
12849,455,7617,5822,Returning,4,28.16,2020-12-09,False,2020,12,9
12850,458,7617,37,Returning,10,226.75,2020-12-12,False,2020,12,12
12851,458,7617,45,Returning,10,226.75,2020-12-12,False,2020,12,12
12852,458,7617,46,Returning,10,226.75,2020-12-12,False,2020,12,12
12853,458,7617,57,Returning,10,226.75,2020-12-12,False,2020,12,12
12854,458,7617,2920,Returning,10,226.75,2020-12-12,False,2020,12,12
12855,458,7617,2928,Returning,10,226.75,2020-12-12,False,2020,12,12
12856,458,7617,2929,Returning,10,226.75,2020-12-12,False,2020,12,12
12857,458,7617,2940,Returning,10,226.75,2020-12-12,False,2020,12,12
12858,458,7617,5803,Returning,10,226.75,2020-12-12,False,2020,12,12
12859,458,7617,5811,Returning,10,226.75,2020-12-12,False,2020,12,12
12860,458,7617,5812,Returning,10,226.75,2020-12-12,False,2020,12,12
12861,458,7617,5823,Returning,10,226.75,2020-12-12,False,2020,12,12
12862,490,7617,37,Returning,10,263.55,2021-01-14,False,2021,1,14
12863,490,7617,45,Returning,10,263.55,2021-01-14,False,2021,1,14
12864,490,7617,46,Returning,10,263.55,2021-01-14,False,2021,1,14
12865,490,7617,57,Returning,10,263.55,2021-01-14,False,2021,1,14
12866,490,7617,2920,Returning,10,263.55,2021-01-14,False,2021,1,14
12867,490,7617,2928,Returning,10,263.55,2021-01-14,False,2021,1,14
12868,490,7617,2929,Returning,10,263.55,2021-01-14,False,2021,1,14
12869,490,7617,2940,Returning,10,263.55,2021-01-14,False,2021,1,14
12870,490,7617,5803,Returning,10,263.55,2021-01-14,False,2021,1,14
12871,490,7617,5811,Returning,10,263.55,2021-01-14,False,2021,1,14
12872,490,7617,5812,Returning,10,263.55,2021-01-14,False,2021,1,14
12873,490,7617,5823,Returning,10,263.55,2021-01-14,False,2021,1,14
12874,522,7617,37,Returning,9,36.58,2021-01-28,False,2021,1,28
12875,522,7617,45,Returning,9,36.58,2021-01-28,False,2021,1,28
12876,522,7617,46,Returning,9,36.58,2021-01-28,False,2021,1,28
12877,522,7617,57,Returning,9,36.58,2021-01-28,False,2021,1,28
12878,522,7617,2920,Returning,9,36.58,2021-01-28,False,2021,1,28
12879,522,7617,2928,Returning,9,36.58,2021-01-28,False,2021,1,28
12880,522,7617,2929,Returning,9,36.58,2021-01-28,False,2021,1,28
12881,522,7617,2940,Returning,9,36.58,2021-01-28,False,2021,1,28
12882,522,7617,5803,Returning,9,36.58,2021-01-28,False,2021,1,28
12883,522,7617,5811,Returning,9,36.58,2021-01-28,False,2021,1,28
12884,522,7617,5812,Returning,9,36.58,2021-01-28,False,2021,1,28
12885,522,7617,5823,Returning,9,36.58,2021-01-28,False,2021,1,28
12886,551,7617,37,Returning,2,92.3,2021-02-01,False,2021,2,1
12887,551,7617,45,Returning,2,92.3,2021-02-01,False,2021,2,1
12888,551,7617,46,Returning,2,92.3,2021-02-01,False,2021,2,1
12889,551,7617,57,Returning,2,92.3,2021-02-01,False,2021,2,1
12890,551,7617,2920,Returning,2,92.3,2021-02-01,False,2021,2,1
12891,551,7617,2928,Returning,2,92.3,2021-02-01,False,2021,2,1
12892,551,7617,2929,Returning,2,92.3,2021-02-01,False,2021,2,1
12893,551,7617,2940,Returning,2,92.3,2021-02-01,False,2021,2,1
12894,551,7617,5803,Returning,2,92.3,2021-02-01,False,2021,2,1
12895,551,7617,5811,Returning,2,92.3,2021-02-01,False,2021,2,1
12896,551,7617,5812,Returning,2,92.3,2021-02-01,False,2021,2,1
12897,551,7617,5823,Returning,2,92.3,2021-02-01,False,2021,2,1
12898,581,7617,37,Returning,2,36.48,2021-02-16,False,2021,2,16
12899,581,7617,45,Returning,2,36.48,2021-02-16,False,2021,2,16
12900,581,7617,46,Returning,2,36.48,2021-02-16,False,2021,2,16
12901,581,7617,57,Returning,2,36.48,2021-02-16,False,2021,2,16
12902,581,7617,2920,Returning,2,36.48,2021-02-16,False,2021,2,16
12903,581,7617,2928,Returning,2,36.48,2021-02-16,False,2021,2,16
12904,581,7617,2929,Returning,2,36.48,2021-02-16,False,2021,2,16
12905,581,7617,2940,Returning,2,36.48,2021-02-16,False,2021,2,16
12906,581,7617,5803,Returning,2,36.48,2021-02-16,False,2021,2,16
12907,581,7617,5811,Returning,2,36.48,2021-02-16,False,2021,2,16
12908,581,7617,5812,Returning,2,36.48,2021-02-16,False,2021,2,16
12909,581,7617,5823,Returning,2,36.48,2021-02-16,False,2021,2,16
12910,325,7618,37,Returning,20,74.29,2020-09-01,False,2020,9,1
12911,325,7618,45,Returning,20,74.29,2020-09-01,False,2020,9,1
12912,325,7618,46,Returning,20,74.29,2020-09-01,False,2020,9,1
12913,325,7618,57,Returning,20,74.29,2020-09-01,False,2020,9,1
12914,325,7618,2920,Returning,20,74.29,2020-09-01,False,2020,9,1
